繁體	简体	清末	甬	出處（甬）	鎮	出處（鎮）	侖	出處（侖）	定	出處（定）	字頻	備註	篩選
綡	𫟅		lian2										
輬	辌		lian2										
梁	梁	liang	lian2	1	lian2	9	lian2	10					
樑	梁	liang	lian2	2	lian2	9	lian2	10	lian2	11			
粱	粱	liang	lian2	2	lian2	9	lian2	10	lian2	11			
墚	墚		lian2										
簗	簗		lian2									日語漢字，音同“梁”	
量	量	liang	lian2	1	lian2	9	lian2	10	lian2	11			
糧	粮	liang	lian2	1	lian2	9	lian2	10	lian2	11			
粮	粮		lian2	1	lian2	9	lian2	10	lian2	11			
魎	魉	liang	lian2	7									
兩	两				lian2	9					0.00	斤兩(鎮海)	
兩	两	liang	lian4	1	lian6	9	lian6	10	lian4	11			
両	两		lian4	1									
倆	俩	liang	lian4	2									
裲	裲	liang	lian4	7									
䠃	䠃	liang	lian4	7									
掚	𪭵		lian4										
脼	脼		lian4										
蜽	蜽		lian4										
輛	辆	liang	lian6	2	lian2	9	lian6	10	lian6	11			
亮	亮	liang	lian6	1	lian6	9	lian6	10	lian6	11			
喨	喨	liang	lian6	7									
晾	晾	liang	lian6	7									
㾗	㾗	liang	lian6	7									
悢	悢		lian6										
張	张	tsiang	cian1	1	cian1	9	cian1	10	cian1	11			
粻	粻		cian1										
餦	𫗠		cian1										
將	将	tsiang	cian1	1	cian1	9	cian1	10	cian1	11		將來	
漿	浆	tsiang	cian1	1	cian5	9	cian3	10	cian1	11			
螿	螀	tsiang	cian1	7									
摪	摪		cian1										
鱂	鳉		cian1										
姜	姜	kyiang	cian1	2	cian5	9	cian1	10	cian1	11			
畺	畺	kyiang	cian1	2									
薑	姜	kyiang	cian1	1					cian1	11			
僵	僵	kyiang	cian1	1	cian1	9	cian1	10	cian1	11			
殭	僵	kyiang	cian1	2									
疆	疆	kyiang	cian1	2	cian1	9	cian1	10	cian1	11			
繮	缰	kyiang	cian1	2			cian1	10	cian1	11			
韁	缰		cian1	2									
壃	壃		cian1										
橿	橿		cian1										
畕	畕		cian1										
礓	礓		cian1										
絳	绛	kyüông	cian1	1									
糨	糨		cian1	3									
雀	雀		cian3	1	cian1	9	cian1	10	cian5	11	0.05	兒化殘留	
蔣	蒋	tsiang	cian3	2	cian1	9	cian3	10	cian1	11			
奬	奖		cian3	2									
獎	奖	tsiang	cian3	2	cian3	9	cian3	10					
長	长	tsiang	cian3	1	cian3	9	cian3	10			0.30	長輩	
漲	涨	tsiang	cian3	1	cian3	9	cian3	10					
槳	桨	tsiang	cian3	1	cian3	9	cian3	10	cian3	11			
䒂	䒂	tsiang	cian3	7									
脚	脚		cian3	1							0.05	兒化殘留	
腳	脚		cian3	1	cian1	9	cian5	10	cian5	11	0.05	兒化殘留	
脹	胀		cian5	1	cian5	9	cian5	10	tsan5	11			
繈	𫄶		cian3										
膙	膙		cian3										
帳	帐	tsiang	cian5	1	cian5	9	cian5	10	cian5	11			
賬	账	tsiang	cian5	1	cian5	9	cian5	10	cian5	11			
痮	𪽪	tsiang	cian5	7									
𥇔	𥇔	tsiang	cian5	7									
醬	酱	tsiang	cian5	1	cian5	9	cian5	10	cian5	11			
縩	縩		cian5	6								縩孔籃	
仗	仗		cian5	2	cian5	9						打仗	
借	借	tsiæ	cian5	3	cia5	9	cia5	10	cia5	11	0.00	又音 僅限於“借米聾”	
槍	枪	tsʽiang	chian1	1	chian1	9	chian1	10	chian1	11			
鎗	枪		chian1	1									
嗆	呛		chian1	3	chian5	9			chian5	11	0.00	僅限於“嗆拍”	
瑲	玱	tsʽiang	chian1	7									
牄	牄		chian1										
篬	篬		chian1										
謒	謒		chian1										
倀	伥	tsʽiang	chian1	7									
鼚	鼚		chian1										
蹌	跄	tsʽiang	chian1	7									
鏘	锵		chian1										
嶈	𡺃		chian1										
斨	斨		chian1										
錆	锖		chian1										
腔	腔	kyʽiang	chian1	1	chian1	9			chian1	11			
羌	羌	kyʽiang	chian1	1	chian1	9	chian1	10	chian1	11			
羗	羌		chian1	1									
蜣	蜣	kyʽiang	chian1	7									
𪁸	𪁸	kyʽiang	chian1	7									
猐	猐		chian1										
鵲	鹊				chian1	9					0.00	兒化變讀 鵲鴉(鎮海)	
敞	敞	tsʽiang	chian3	2	chian1	9							
廠	厂	tsʽiang	chian3	2	chian3	9	chian3	10	chian3	11			
氅	氅	tsʽiang	chian3	7									
𪁺	𪁺	tsʽiang	chian3	7									
僘	僘		chian3										
搶	抢	tsʽiang	chian3	1	chian3	9	chian3	10	chian3	11			
𪰻	𪰻		chian3	3								一𪰻	#
鋹	鋹		chian3										
昶	昶	tsʽiang	chian3	7							578	一段時間	
摤	摤		chian3										
羥	羟		chian3									化學用字	
强	强	kyʽiang	chian3	7	chian1	9					0.05	強迫	
強	强		chian3		chian1	9			chian3	11	0.05	強迫	
彊	强		chian3								0.05	強迫	
襁	襁		chian3	7									
繦	襁	kyʽiang	chian3	7									
鏹	镪	kyʽiang	chian3	7									
悵	怅	tsʽiang	chian5	2									
韔	韔		chian5										
暢	畅		chian5	2			chian5	10					
畼	𪽈		chian5										
嗆	呛		chian5	1	chian5	9			chian5	11			
熗	炝		chian5										
⿰鹵倉	⿰卤仓		chian5	3								⿰鹵倉蟹	#
愴	怆	tsʽiang	chian5	7									
𪉨	𪉨		chian5	1	chian5	9			chian5	11		𪉨蟹	
唴	唴		chian5										
羻	羻		chian5										
腸	肠	dziang	jian2	1	jian2	9	jian2	10	jian2	11			
祥	祥	dziang	jian2	2	jian2	9	zhian2	10	jian2	11			
詳	详	dziang	jian2	2	jian2	9	jian2	10	jian2	11			
翔	翔	dziang	jian2	7	jian2	9							
長	长	dziang	jian2	1	jian2	9	jian2	10	jian2	11		長短	
䗅	𫊪	dziang	jian2	7									
萇	苌		jian2										
場	场		jian2	1	jian2	9	jian2	10	jian2	11			
塲	场	dziang	jian2	1									
戕	戕	dziang	jian2	7									
庠	庠	dziang	jian2								0.00		
薔	蔷	ziang	jian2	1	zhian2	9							
强	强	gyiang	jian2	1	jian6	9	jian2	10					
強	强		jian2	1	jian6	9	jian2	10	jian2	11			
彊	强		jian2	1									
𠼢	𠼢		jian2	3					jian6	11			
杖	杖								jian2	11	0.00		
象	象		jian4	1							0.00	僅用於地名“象山”	
丈	丈	dziang	jian4	1	jian6	9	jian6	10	jian4	11			
杖	杖	dziang	jian4	1	jian6	9	jian6	10	jian6	11			
張	张		jian4	3							0.01	量詞	
滰	滰		jian4	2	jian6	9					8000	洗	
⿰氵丈	⿰氵丈		jian4	1								洗	#
𤃀	𤃀						jian6	10			0.00	洗，白讀	#
犟	犟		jian4	1					jian4	11			
弜	弜	gyiang	jian4	7									
蔃	蔃	gyiang	jian4	7									
場	场		jian6	1	jian2	9	jian2	10	jian2	11			
塲	场	dziang	jian6	1									
仗	仗	dziang	jian6	1	jian6	9	jian6	10					
弶	弶	gyiang	jian6	1					jian6	11			
娘	娘	nyiang	gnian2	1	gnian2	9	gnian2	10	gnian2	11			
孃	娘		gnian2	1	gnian2	9	gnian2	10	gnian2	11			
瓤	瓤	siang	gnian2	2	gnian2	9	gnian2	10					
穰	穰		gnian2	2									
儴	儴		gnian2										
勷	勷		gnian2										
獽	獽		gnian2										
蘘	蘘		gnian2										
瀼	瀼	siang	gnian2										
央	央		gnian2	1	gnian2	9					0.00	僅限於表“當中”義的數詞	
梁	梁		gnian2	3							0.00	鼻頭梁	
樑	梁		gnian2	3							0.00	鼻頭樑	
喵	喵		gnian2								0.00	喵嗚貓	
仰	仰	nyiang	gnian4	1	gnian6	9	gnian6	10	gnian4	11			
壤	壤		gnian4	1	gnian2	9	gnian6	10	gnian4	11		地壤	
嚷	嚷		gnian2	2			gnian6	10	gnian4	11			
釀	酿	nyiang	gnian6	1	gnian6	9	gnian6	10	gnian6	11			
讓	让		gnian6	1	gnian6	9	gnian6	10	gnian6	11			
譲	让		gnian6	1									
𥽬	𥽬	nyiang	gnian6	1								冷飯𥽬	
懹	懹		gnian6										
孃	娘								gnian6	11	0.00	阿孃(定海)	
亮	亮		gnian6	1	gnian2	9					0.00	天亮 當清晨講，聲母特殊	
樣	样	yiang	gnian6	3							0.01	又音 僅限於“別樣”	
様	样		gnian6	3							0.00	又音 僅限於“別樣”	
喵	喵		knian1								0.00	喵嗚貓	
商	商		shian1	2	shian5	9					0.05	白讀	
相	相	siang	shian1	1	shian1	9	shian1	10	shian1	11		相信	
湘	湘	siang	shian1	2	shian1	9	shian1	10	shian1	11			
厢	厢		shian1	1									
廂	厢	siang	shian1	1	shian1	9	shian1	10	shian1	11			
箱	箱	siang	shian1	1	shian1	9	shian1	10	shian1	11			
葙	葙	siang	shian1	7									
緗	缃	siang	shian1	7									
襄	襄	siang	shian1	2	shian1	9	shian1	10	shian1	11			
鑲	镶	siang	shian1	1	shian1	9	shian1	10	shian1	11			
瓖	瓖	siang	shian1	7									
驤	骧	siang	shian1	7									
欀	欀	siang	shian1	7									
蠰	蠰	siang	shian1	7									
忀	忀		shian1										
纕	纕		shian1										
香	香	hyiang	shian1	1	shian1	9	shian1	10	shian1	11			
鄉	乡	hyiang	shian1	1	shian1	9	shian1	10	shian1	11			
郷	乡		shian1	1									
薌	芗		shian1										
膷	膷		shian1										
想	想	siang	shian3	2	shian6	9	shian3	10	shian3	11			
鯗	鲞		shian3	1	shian6	9	shian3	10	shian3	11			
鮝	鲞	siang	shian3	1									
晌	晌								shian3	11	0.00		#
響	响	hyiang	shian3	1	shian6	9	shian3	10	shian3	11			
餉	饷		shian3	2	shian5	9	shian3	10	shian3	11			
饟	饷	hyiang	shian3	2									
蠁	蚃	hyiang	shian3	7									
饗	飨	hyiang	shian3	7									
𥿧	𥿧	hyiang	shian3	7									
享	享		shian3	2	shian1	9	shian3	10	shian3	11			
亯	享		shian3	2									
相	相	siang	shian5	1	shian5	9	shian5	10	shian5	11		相貌	
向	向		shian5	1	shian5	9	shian5	10	shian5	11			
曏	向	hyiang	shian5	1									
嚮	向	hyiang	shian5	1									
萫	萫		shian5										
牆	墙	ziang	zhian2	1	zhian2	9	zhian2	10	yan2	11			
墻	墙		zhian2	1					yan2	11			
嬙	嫱	ziang	zhian2	7									
檣	樯	ziang	zhian2	7									
艢	樯		zhian2	7									
廧	𪪞		zhian2										
蘠	蘠		zhian2										
禳	禳	ziang	zhian2	7									
攘	攘		zhian2		gnian6	9	gnian6	10	gnian4	11			
象	象	ziang	zhian4	1	zhian6	9	zhian6	10	yan4	11			
橡	橡	ziang	zhian4	1	zhian6	9	zhian6	10	yan4	11			
像	像	ziang	zhian4	1	zhian6	9	zhian6	10	yan4	11			
蟓	蟓	ziang	zhian4	7									
嶑	嶑		zhian4										
襐	襐		zhian4										
鱌	鱌		zhian4										
𥗝	𥗝	ziang	zhian4	7									
匠	匠		zhian6	1	zhian6	9	zhian6	10	yan6	11			
羊	羊	yiang	yan2	1	yan2	9	yan6	10	yan2	11			
垟	垟	yiang	yan2	7					yan2	11			
洋	洋	yiang	yan2	1	yan2	9	yan2	10	yan2	11			
庠	庠	dziang	yan2	2									
烊	烊	yiang	yan2	1	yan2	9	yan2	10	yan2	11			
佯	佯	yiang	yan2	7									
徉	徉	yiang	yan2	7									
𦭵	𦭵	yiang	yan2	7									
蛘	蛘		yan2										
鴹	鴹		yan2										
瘍	疡	yiang	yan2	2	yan2	9	yan2	10	yan2	11			
昜	昜		yan2									古同“陽”	
陽	阳	yiang	yan2	1	yan2	9	yan2	10	yan2	11			
楊	杨	yiang	yan2	1	yan2	9	yan2	10	yan2	11			
揚	扬	yiang	yan2	1	yan2	9	yan2	10	yan2	11			
颺	扬	yiang	yan2	1									
敭	扬		yan2	1									
暘	旸	yiang	yan2	7									
𩋬	𩋬	yiang	yan2	7									
鰑	𫚊	yiang	yan2	7									
輰	輰		yan2										
鍚	钖		yan2										
鸉	鸉		yan2										
樣	样								yan2	11			
癢	痒	yiang	yan4	1	yan6	9	yan6	10	yan4	11			
養	养	yiang	yan4	1	yan2	9					0.00	僅限於“養生新婦”、“養生”兩詞	
䑆	䑆		yan4	1					yan4	11		惡心䑆䑆	
氧	氧		yan4									化學元素	
懩	懩	yiang	yan4	7									
婸	婸	yiang	yan4	7									
瀁	瀁		yan6	1					yan6	11		液體晃動外溢	
樣	样	yiang	yan6	1	yan6	9	yan6	10	yan6	11			
様	样		yan6	1									
漾	漾	yiang	yan6	7	yan2	9							
羕	羕		yan6										
恙	恙	yiang	yan6	2	ian5	9							
煬	烊	yiang	yan6	1					yan2	11			
烊	烊	yiang	yan6	3	yan2	9	yan2	10	yan2	11			
央	央	iang	ian1	1	ian1	9	ian1	10	ian1	11			
秧	秧	iang	ian1	1	ian5	9	ian1	10	ian1	11			
殃	殃	iang	ian1	2	ian5	9	ian1	10	ian1	11			
映	映		ian1	2	ian1	9			ian5	11	0.00	僅限於“放映”	
泱	泱	iang	ian1	7									
鴦	鸯	iang	ian1	7	ian1	9							
鞅	鞅	iang	ian1	7									
㹧	㹧	iang	ian1	7									
陽	陽		ian1	1	yan2	9	yan2	10	yan2	11	0.00	僅限於“陽溝”一詞	
芽	芽		ian1	3							0.00	僅限於“黃芽菜”	#
養	养		ian3	2	ian3	9	ian3	10	ian3	11			
岟	岟		ian3										
柍	柍		ian3										
炴	炴		ian3										
紻	紻		ian3										
怏	怏	iang	ian5	2									
詇	詇	iang	ian5	7									
挭	挭		kuan1	1			kuan5	10					
梗	梗		kuan3	1	kuan3	9	kuan3	10	kuan3	11	0.05	量詞	
骨	骨				kuan1	9					0.00	兒化變讀 紅腳骨(鎮海)	#
光	光		kuan5	1	kuan1	9	kuaon1	10	kuan1	11	0.00	僅限於“光火”	
怪	怪		kuan5	3							0.00	僅限於“怪清”	
恠	怪		kuan5	3							0.00	僅限於“怪清”	
寡	寡		kuan5	3							0.00	僅限於“清湯寡水”	
梗	梗		guan4	3							0.00	僅限於“勤梗括得”	
趪	趪		guan4	3								形容走路很快聲音很響的樣子	
甩	甩		huan5	2			huae5	10	huae1	11	0.05	甩出算賬	
橫	横						huan5	10			0.00	橫記橫記(北侖)	
晃	晃				huan5	9					0.00	晃來晃去(鎮海)	#
橫	横		wan2	1	wan2	9	wan2	10	wan2	11		橫豎	
撗	撗	wang	wan2	7	wan3	9							
潢	潢								wan2	11	0.00	灘潢頭(定海)	
橫	横		wan6	1			wan6	10				打橫	
橫	横		uan1	1	uan5	9	uan1	10			0.00	僅限於“橫至至”	
挖	挖								uan5	11	0.00	挖耳(定海)	
謗	谤	pông	paon1	2	paon5	9	paon5	10	paon5	11			
鎊	镑	pʽông	paon1	2	paon1	9							
泵	泵		paon1	2									
邦	邦	pông	paon1	2	paon1	9	paon1	10	paon1	11			
幫	帮	pông	paon1	1	paon1	9	paon1	10	paon1	11			
幇	幇		paon1									古同“幫”	
幚	幚		paon1									古同“幫”	
鞤	鞤	pông	paon1	7								古同“幫”	
梆	梆	pông	paon1	7									
𨢐	𨢐	pông	paon1	7									
𧤞	𧤞	pông	paon1	7									
垹	垹	pông	paon1	7									
縍	𫄰		paon1										
綁	绑	pông	paon3	1	paon3	9	paon3	10	paon3	11			
榜	榜	pông	paon3	1	paon3	9	paon3	10	paon3	11			
牓	榜	pông	paon3	1									
膀	膀		paon3	1	paon3	9							
仿	仿		paon3	3							0.00	僅限於“同年相仿”	
磅	磅		paon5	1	paon1	9			paon1	11		磅秤	
搒	搒	pông	paon5	7									
䏾	䏾	pʽông	phaon1	7									
霶	霶		phaon1										
滂	滂								phaon1	11			
耪	耪		phaon3										
胖	胖	pʽông	phaon5	1	phaon5	9	phaon5	10	phaon5	11			
肨	肨		phaon5										
髈	髈	pʽông	phaon5	1								蹄髈	
膀	膀	pʽông	phaon5	1	phaon1	9					0.00	手膀	
旁	旁	bông	baon2	1	baon2	9	baon2	10	baon2	11			
螃	螃	bông	baon2	1			baon2	10	baon4	11			
滂	滂	bông	baon2	2	baon2	9	baon2	10	baon2	11			
膀	膀	bông	baon2	1	baon2	9					0.10		
磅	磅	bông	baon2	7	paon1	9			paon1	11	0.05	磅礴	
蒡	蒡	bông	baon2	7									
䅭	䅭	bông	baon2	7									
鰟	鳑		baon2										
䠙	䠙	bông	baon2	7									
龐	庞	bông	baon2	2	baon2	9	baon2	10	baon2	11			
防	防	bông	baon2	1	baon6	9	baon6	10	baon2	11		白讀	
彷	彷		baon2	2									
雱	雱	bông	baon2	7									
𤧭	𤧭	bông	baon2	7									
房	房		baon2								0.00	阿房	
蟛	蟛	beng	baon2	3								蟛蚏蟹	
蟚	蟚		baon2									同“蟛”	
舽	舽		baon2										
逄	逄		baon2										
棒	棒	bông	baon4	1	baon6	9	baon6	10	baon4	11			
玤	玤		baon4										
蜯	蜯		baon4										
傍	傍	bông	baon6	1	baon2	9	baon6	10	baon2	11			
𢄎	𢄎	bông	baon6	7									
徬	彷	bông	baon6	7									
忙	忙	mông	maon2	1	maon2	9	maon2	10	maon2	11			
芒	芒	mông	maon2	1	maon2	9	maon2	10	maon2	11			
虻	虻		maon2	1					maon2	11			
蝱	虻	mông	maon2	1									
氓	氓		maon2	2	maon2	9							
茫	茫	mông	maon2	2	maon2	9	maon2	10					
邙	邙	mông	maon2	7									
鋩	铓	mông	maon2	7									
厖	厖	mông	maon2	7									
哤	哤		maon2										
娏	娏		maon2										
尨	尨		maon2										
浝	浝		maon2										
牻	牻		maon2										
狵	狵		maon2										
痝	痝		maon2										
蛖	蛖		maon2										
駹	駹		maon2										
盲	盲	mông	maon2	1	maon2	9	maon2	10	maon2	11			
蒙	蒙		maon2	2							0.05	又音	
恾	恾		maon2										
蘉	蘉		maon2										
莽	莽	mông	maon4	2	maon6	9	maon6	10	maon2	11			
蟒	蟒	mông	maon4	2	maon6	9	maon6	10	maon2	11			
漭	漭		maon4										
網	网		maon4	1	maon6	9	maon6	10	maon4	11		白讀	
网	网		maon4	1	maon6	9	maon6	10	maon4	11		白讀	
壾	壾		maon4										
茻	茻		maon4										
蠎	蠎		maon4										
望	望								maon4	11	0.00	望潮(定海)	
夢	梦		maon6	1	maon6	9	maon6	10	maon6	11	0.05		
忘	忘		maon6	2	maon6	9	maon6	10	maon6	11		白讀	
妄	妄		maon6	2	maon6	9	maon6	10	maon6	11		白讀	
望	望	mông	maon6	2	maon6	9	maon6	10	maon6	11		白讀	
朢	望		maon6	2								白讀	
懵	懵		maon6	2	maon6	9	mon6	10			0.05	又音	
𥁃	𥁃	mông	maon6	7									
匚	匚	fông	faon1	7									
方	方	fông	faon1	1	faon1	9	faon1	10	faon1	11			
芳	芳	fông	faon1	2	faon1	9	faon1	10	faon1	11			
肪	肪		faon1	2	faon1	9	faon1	10	faon1	11			
枋	枋	fông	faon1	1									
坊	坊	fông	faon1	1	faon5	9							
鈁	钫	fông	faon1	7								化學元素	
邡	邡		faon1										
淓	淓		faon1										
汸	汸		faon1										
牥	牥		faon1										
蚄	蚄		faon1										
舫	舫	fông	faon3	7									
仿	仿		faon3	1	faon3	9	faon3	10	faon3	11			
倣	仿	fông	faon3	1									
彷	仿	fông	faon3	1									
髣	仿		faon3	1									
昉	昉	fông	faon3	7									
紡	纺	fông	faon3	1	faon3	9	faon3	10	faon3	11			
訪	访	fông	faon3	1	faon5	9	faon5	10	faon5	11			
鶭	𫛯		faon3										
瓬	瓬		faon3										
放	放	fông	faon5	1	faon5	9	faon5	10	faon5	11			
妨	妨	fông	faon5	2	faon1	9	faon3	10	faon1	11			
房	房	vông	vaon2	1	vaon2	9	vaon2	10	vaon2	11			
防	防		vaon2	2					faon1	11	0.20	文讀	
魴	鲂		vaon2										
硭	硭		vaon2										
莣	莣		vaon2										
罔	罔	vông	vaon4	7									
惘	惘	vông	vaon4	7									
輞	辋	vông	vaon4	7									
魍	魍	vông	vaon4	7									
菵	菵	vông	vaon4	7									
棢	棢		vaon4										
蛧	蛧		vaon4										
誷	𫍬		vaon4										
望	望	vông	vaon6	1	vaon6	9	vaon6	10	vaon6	11		白讀	
朢	望		vaon6	1								文讀	
亡	亡	vông	vaon6	2	vaon6	9	vaon2	10	vaon2	11			
亾	亡		vaon6	2									
忘	忘	vông	vaon6	2	vaon6	9	vaon6	10	vaon6	11		文讀	
妄	妄	vông	vaon6	2	vaon6	9	vaon6	10	vaon6	11		文讀	
當	当	tông	taon1	1	taon1	9	taon1	10	taon1	11			
噹	当		taon1	2									
襠	裆	tông	taon1	1					taon1	11			
璫	珰	tông	taon1	7									
鐺	铛	tông	taon1	1									
簹	筜		taon1										
蟷	蟷		taon1										
儅	儅		taon1										
黨	党	tông	taon3	2	taon3	9	taon3	10	taon3	11			
党	党		taon3	2									
讜	谠	tông	taon3	7									
擋	挡	tông	taon3		taon3	9	taon3	10	taon3	11			
欓	𣗋		taon3										
灙	𣺼		taon3										
當	当	tông	taon5	1	taon5	9	taon5	10	taon5	11		當店	
擋	挡	tông	taon5	1	taon5	9					0.05	扶	
攩	挡		taon5	1									
檔	档	tông	taon5	1	taon3	9			taon5	11			
礑	礑	tông	taon5	7									
譡	譡		taon5										
闣	闣		taon5										
淌	淌	tʽông	thaon1	1	than3	9							
湯	汤	tʽông	thaon1	1	thaon1	9	thaon1	10	thaon1	11			
蝪	蝪		thaon1										
趟	趟		thaon1	2	thaon5	9	thaon5	10	thaon5	11			
蹚	趟		thaon1	2									
鞺	鞺	tʽông	thaon1	7									
羰	羰		thaon1									化學用字	
薚	薚		thaon1										
鼞	鼞		thaon1										
倘	倘	tʽông	thaon3	2	thaon3	9	thaon3	10	thaon3	11			
躺	躺	tʽông	thaon3	2	thaon3	9	thaon3	10	thaon3	11			
儻	傥	tʽông	thaon3	7									
帑	帑	tʽông	thaon3	7									
𨧩	𨧩	tʽông	thaon3	7									
偒	偒		thaon3										
戃	戃		thaon3										
曭	曭		thaon3										
爣	爣		thaon3										
矘	矘		thaon3										
䠀	䠀		thaon5	1								踉䠀	
燙	烫	tʽông	thaon5	1	thaon5	9	thaon5	10	thaon5	11			
摥	𫼟		thaon5	3								在長竿上系網兜或竹器，用它在河底推拉以撮取螺螄	
耥	耥		thaon5	1					thaon1	11		耥螄螺	
套	套	tʽao	thaon5	3							0.00	又音 僅限於“套套”	
唐	唐	dông	daon2	1	daon2	9	daon2	10	daon2	11			
糖	糖	dông	daon2	1	daon2	9	daon2	10	daon2	11			
餹	糖		daon2	1									
醣	糖		daon2	1									
塘	塘	dông	daon2	1	daon2	9	daon2	10	daon2	11			
𠗶	𠗶		daon2	1									
溏	溏	dông	daon2	1	daon2	9			daon2	11			
搪	搪	dông	daon2	1	daon6	9			daon2	11			
螗	螗	dông	daon2	7									
鎕	鎕	dông	daon2	7									
篖	篖	dông	daon2	7									
𩥁	𩥁	dông	daon2	7									
赯	赯	dông	daon2	7									
煻	煻	dông	daon2	7									
凙	𪞝	dông	daon2	7									
棠	棠	dông	daon2	1	daon2	9	daon2	10	daon2	11			
堂	堂	dông	daon2	1	daon2	9	daon2	10	daon2	11			
螳	螳	dông	daon2	2	daon2	9	daon2	10	daon2	11			
鏜	镗	tʽông	daon2	1									
膛	膛	dông	daon2	1	daon2	9							
摚	摚	dông	daon2	7									
傏	傏		daon2										
啺	啺		daon2										
坣	坣		daon2										
榶	榶		daon2										
橖	橖		daon2										
瑭	瑭		daon2										
磄	磄		daon2										
糛	糛		daon2										
蓎	蓎		daon2										
隚	隚		daon2										
鶶	鶶		daon2										
蕩	荡		daon4	1	daon6	9	daon6	10	daon2	11	90888		
盪	荡	dông	daon4	1									
愓	愓		daon4										
璗	璗		daon4										
碭	砀		daon6										
𥸈	𥸈	dông	daon6	7									
宕	宕	dông	daon6	1	daon2	9	daon6	10	daon6	11	90888		
趤	趤		daon6	1					daon6	11		𧻴趤公子	
菪	菪		daon6										
凼	凼		daon6										
逿	逿		daon6										
攮	攮	nông	naon2	3	naon2	9							
囔	囔		naon2										
饢	馕		naon2										
郎	郎	lông	naon2	3	laon2	9	laon2	10	laon2	11	0.00	又音 僅限於“嘸郎”	
囊	囊	nông	naon4	2	naon2	9	naon2	10	naon2	11			
曩	曩	nông	naon4	2	naon2	9							
灢	灢	nông	naon4	7									
儾	儾	nông	naon6	1								儾頭	
郎	郎	lông	laon2	1	laon2	9	laon2	10	laon2	11			
郞	郎		laon2	1									
廊	廊	lông	laon2	1	laon2	9	laon2	10	laon2	11			
榔	榔	lông	laon2	1					laon2	11			
螂	螂	lông	laon2	1			laon2	10	laon2	11			
蜋	螂		laon2	1									
蓈	蓈		laon2	1								蓈花	
啷	啷		laon2	3									
㝗	㝗		laon2	1								殼㝗	
鋃	锒		laon2	1									
琅	琅	lông	laon2	7					laon2	11			
瑯	琅		laon2	7									
朗	朗	lông	laon2	1	laon2	9	laon6	10	laon2	11			
踉	踉		laon2	1								踉䠀	
稂	稂	lông	laon2	7									
莨	莨	lông	laon2	7									
筤	筤	lông	laon2	7									
躴	躴	lông	laon2	7									
桹	桹		laon2										
欴	欴		laon2										
硠	硠		laon2										
艆	艆		laon2										
鎯	𨱍		laon2										
駺	駺		laon2										
螺	螺		laon2	3							0.00	僅限於“搣陀螺”	
落	落		laon2	1							0.00	僅限於“打蓮花落”	
俍	俍		laon4										
崀	崀		laon4										
朖	朖		laon4										
浪	浪	lông	laon6	1	laon6	9	laon6	10	laon6	11			
狼	狼	lông	laon6	2	laon6	9	laon2	10	laon2	11			
㫰	㫰	lông	laon6	1					laon6	11	1000	㫰衣裳	
𧻴	𧻴		laon6	1					laon6	11		𧻴趤公子	
閬	阆	lông	laon6	7					laon6	11			
蒗	蒗		laon6										
埌	埌		laon6										
哴	哴		lhaon5	2									
誏	誏		lhaon5	1								誏話	
妝	妆		tsaon1	1									
粧	妆	tsông	tsaon1	1									
莊	庄	tsông	tsaon1	1	tsaon1	9	tsaon1	10	tsaon1	11			
裝	装	tsông	tsaon1	1	tsaon1	9	tsaon1	10	tsaon1	11			
臧	臧	tsông	tsaon1	2									
髒	脏	tsông	tsaon1	2	tsaon1	9	tsaon1	10	tsaon1	11			
贜	赃	tsông	tsaon1	2									
贓	赃	tsông	tsaon1	2	tsaon1	9	tsaon1	10					
𢈜	𢈜	tsông	tsaon1	2									
匨	匨		tsaon1										
章	章	công	tsaon1	1	tsaon1	9	tsaon1	10	tsaon1	11			
樟	樟	công	tsaon1	1	tsaon1	9	tsaon1	10	tsaon1	11			
蟑	蟑		tsaon1	1					tsaon1	11			
彰	彰	công	tsaon1	2									
障	障	công	tsaon1	2	tsaon5	9	tsaon5	10	tsaon5	11			
瘴	瘴	công	tsaon1	2			tsaon5	10	tsaon5	11			
嶂	嶂	công	tsaon1	2									
幛	幛		tsaon1	2									
獐	獐	công	tsaon1	7									
麞	獐		tsaon1	7									
慞	慞	công	tsaon1	7									
鱆	𫠒	công	tsaon1	7					tsaon1	11			
蔁	蔁	công	tsaon1	7									
騿	騿	công	tsaon1	7									
𩌬	𩌬	công	tsaon1	7									
𪅂	𫜂	công	tsaon1	7									
