繁體	兼容格式	湯版頁碼	《阿拉宁波话》頁碼	朱版頁碼	釋義	備註	詞頻
路吹	lu tshyu	47			舊時結婚時的一種儀式，通常是八個身着彩服的吹打手引到花轎沿途奏樂。同時，在禮堂中迎客、宴請時也吹奏，增強喜慶氣氛		55
櫓烏柱	lu u dzyu	47			支撐櫓的小柱		55
櫓烏珠	lu u tsyu		89	478	支撐櫓的小柱		55
蘆葦	lu wei	46			蘆葦		
櫓葉	lu yiq	47			櫓的划水部分		55
路遠猛	lu yu man				路很遠		
蘆蓆	lu zhiq	47			用蘆草篾編成的蓆子		
滷	lu2	46	63	150	湯；汁		
櫓	lu6	47			使船行進的工具，比槳大，安在船艄或船旁，用人搖		
路	lu6	47		427	1. 道路；2. 門路； 3. 量詞		
賣青灰	ma chin huei				詈語，賣骨灰		
買賬	ma cian	59			承認對方的長處或力量，表示佩服或服從		
買豆芽	ma deu ngo						
買着買	ma dzoq ma		325		說……沒有準		55
買下飯	ma gho vae				買菜		
買海蜒放生	ma he yi faon san						
埋怨	ma iu	58			抱怨；責備		
賣爛泥膏藥	ma lae gni kau yaq						
買來鰳魚頭	ma le lei ng deu						
馬馬虎虎	ma ma fu fu	58			勉強通得過		
賣門頭	ma men deu						
賣面情	ma mi jin						
買面孔	ma mi khon	59		131	1. 託人情；2. 看在某人的情面上		55
賣棉紗	ma mi so						
買面子	ma mi tsy	59		131	1. 託人情；2. 看在某人的情面上		
賣面子	ma mi tsy			201	賞臉		
賣相	ma shian	59	48	201, 451	1. 相貌；2. 外觀		55
賣相好白白好	ma shian hau baq baq hau						
賣相難看	ma shian nae khi-khe						
賣爹賣孃	ma tia ma gnian	59	332		罵人話。責罵小孩做壞事，連父母名譽也受到損害；也可用來罵其他，甚至用作抱怨時的口頭禪。原意爲連爹孃都被賣掉		55
賣爹賣孃賣青灰	ma tia ma gnian ma chin huei						
買主	ma tsyu	59	35		指人（含戲謔意）		
買勿出	ma vaq tshyuq	59			買不到		
買弗出	ma vaq tshyuq				買不到		55
賣旺	ma waon	59			吹噓自己		55
賣野人頭	ma ya gnin deu	59	253	201	商品外表好看，質量很差		
買野狐臉	ma ya wu li						
賣洋盤	ma yan bun			201	商品外表好看，質量很差		
賣藥郎中	ma yaq laon tson	59			專門賣藥的郎中		55
買㾹病	ma za bin		55	253	瘧疾		55
買着買	ma zoq ma				說……沒有準		
𧻲	ma2	58		444	1. 因肥胖而挪動般的遲緩行走；2. 略微移動一下		
蠻矮凳	mae a ten	334	103		用來砍削、加工物件的四腳長凳，凳面粗糙		55
蠻氣	mae chi	131	233	406	粗壯；彪悍		55
晚青	mae chin	131	71	352	晚稻		55
貓叫春	mae ciau tshyun						
晚稻	mae dau	131			晚稻		
晚稻汛裏	mae dau shin li	131	17	352	晚稻收割季節		55
晚稻時	mae dau zy	131	17	352	晚稻收割季節		55
晚頭	mae deu	131	13	351	特指今晚		55
貓投人性	mae deu gnin shin						
貓䂻貓洞	mae dzan mae don						
慢泛	mae fae	132	268	456	慢；遲緩		55
晚孃	mae gnian	131	19	352	繼母		418
蠻人	mae gnin	131			粗俗、不講道理的人		
蠻長	mae jian		226	406	很高；很長		55
蠻長長	mae jian jian			406	很高；很長		
蠻長蠻大	mae jian mae dou	131	222	406	形容身材高大		55
貓抲老鼠	mae kho lau tsy				貓抓老鼠		
蠻力	mae liq		51		不會用巧勁，只靠狠拼出來的那股力氣		
慢慢喫	mae mae chioq	132			慢慢喫		
慢慢叫	mae mae ciau	132	268		慢慢地；慢一點		55
慢慢走	mae mae tseu	132			慢慢走		55
貓冒出	mae mau tshyuq						
晚米	mae mi	131			晚稻米，粳米		55
貓揹老鼠	mae pei lau tsy						
慢太婆	mae tha bou	132			指稱手腳很慢的人		55
貓拖老鼠	mae tha lau tsy						
慢他他	mae than than	132	268	456	慢騰騰		55
慢拖拖	mae thou thou		268		慢騰騰		55
晚爹	mae tia	131	19	352	繼父		418
萬子	mae tsy	132			麻將中的一類牌，刻上「一萬」到「九萬」		55
慢勿過	mae vaq kou						
慢弗過	mae vaq kou						1
貓	mae6	132			貓		
猛日頭	man gniq deu	204			1. 強烈的陽光；2. 陽光燦爛		55
猛	man4	204	286	370	1. 形容強烈，旺盛；2. 用在形容詞後面表示程度深，相當於「很」或「得很」		
忘記氣介	maon ci chi ka		221		形容似乎記得，似乎忘記		55
忘記太公	maon ci tha kon	229			指稱記性不好、丟三落四的人		55
網翻肚	maon fae tu						
望孃盤	maon gnian bun	229	78	373	女兒出嫁後第二天饋送給孃家的食品		55
盲腸	maon jian	228			盲腸		
盲腸炎	maon jian yi	229			盲腸炎		
望潮	maon jiau	229	68	373	章魚的一種，軟體動物，生活在海底，卵圓形，有八條長的腕足		55
忙勒阿姆阿伯勿認得	maon laq a m aq paq vaq gnin taq						
忙勒阿姆阿伯弗認得	maon laq a m aq paq vaq gnin taq						1
忙勒阿姆阿伯勿認得	maon laq an m aq paq vaq gnin taq						
忙勒阿姆阿伯弗認得	maon laq an m aq paq vaq gnin taq						1
忙勒可憐	maon laq khou li				忙了半天		
忘伯伯	maon paq paq	229			指稱記性不好、丟三落四的人		55
芒餅	maon pin			371	一種扁平的大圓麪餅，外粘芝麻，上蓋紅印，常作訂婚時男方送給女方的禮物		
忙煞	maon saq				很忙		
忙煞可憐	maon saq khou li				忙了半天		
忙煞死	maon saq shi				很忙		
網線袋	maon shi de	229	101	109	網兜，用線燉等編成的裝東叫的兜子		55
芒種	maon tson	228			二十四節氣之一		
網油	maon yeu	229	64	109	附在禽畜腸子上的網狀油脂		55
望遠鏡	maon yu cin	229			望遠鏡		
忙月	maon yuq	228			忙時臨時僱傭的短工，常按月計費		
忙	maon2	228	248	125	（小孩）手腳不停，過分好動		
網	maon4	229	120	109	1. 用繩線等編成的捕魚器具；2. 量詞		
望	maon6	229	196	373	1. 探望，問候；2. 盼望；3. 介詞。朝		
麥佩	maq bei	301			麥穗		
麥淺孔	maq chi khon						
末腳	maq ciaq	301	18	49	末尾，末了兒		55
沒腳陷腳	maq ciaq ghae ciaq						
末腳名	maq ciaq min	301					55
麥頭	maq deu	301			麥穗		
襪筒	maq don	301			襪子穿在叫上的筒狀部分		
密弗通風	maq faq don fon						1
麥根頭	maq ken deu	301			麥子收割後，留在地裏的根和莖的基部		55
麥克風	maq khaq fon						
沒揢籮	maq khaq lou						
沒克沒克	maq khaq maq khaq	301			形容錢很多		55
麥稈	maq ki-ke	301			麥子的莖		
麥杆胡嚨筲箕肚	maq ki-ke wu lon sau ci du						
茉莉花	maq li huo	301			茉莉花		
麥芒	maq maon	301			麥穗上的細刺		
末末頭腐	maq maq deu vu		261	49	形容粉碎稀爛	朱版作「末末豆腐」。	55
末末碎	maq maq sei		261		形容粉碎稀爛		55
末末腐	maq maq vu	300	261	49	形容粉碎稀爛		55
脈息	maq shiq	301			脈搏		
默書	maq syu	301			默寫書中的段落		
麥水孔	maq syu khon	301	103	135	種麥子、油菜、棉花等作物時用來打孔的農具		55
襪帶	maq ta	301					
麥搗孔	maq tau khon	301	103	135	種麥子、油菜、棉花等作物時用來打孔的農具		55
麥搗子頭	maq tau tsy deu	301	103		種麥子、油菜、棉花等作物時用來打孔的農具		55
𠇱㒓頭	maq thaq deu	301	230	161	形容很滿		55
襪套頭	maq thau deu	301			舊時小腳女人穿的布襪		55
襪撐	maq tshan	301			補襪底用的撐在襪子裏的狀如腳形的木板		55
麥摐	maq tshaon	301	103	135	種麥子、油菜、棉花等作物時用來打孔的農具		55
沒嘴沒搭	maq tsyu maq taq	301	230	177	形容食物塞得滿嘴的樣子		55
末肚兒子	maq tu ng tsy	300	20	50	排行最小的兒子	此處「肚」爲清音。湯版作「末都兒子」，非。	55
末肚囡	maq tu noe	300	20	49	排行最小的女兒	此處「肚」爲清音。湯版作「末都囡」，非。	55
襪船	maq zoe	301			沒有襪筒的襪子		55
末	maq8	300	303	49	1. 用在上半句末尾，表示假設語氣；2. 用在句中，表示提頓語氣		
枚	maq8		120		量詞。根（用於手指、腳趾等）		
沒	maq8	301	230	177	1. 漫過，高過；2. 滿，整		
襪	maq8	301			襪子		
麥	maq8	301			麥子的統稱		
𢫦	maq8	301	152	237	用棍棒打		
毛壓芋艿	mau aq n na	76	71		未經剝皮的芋艿		55
毛壓芋艿搵蟹醬	mau aq n na uen ha cian						
毛病	mau bin	76			病		
毛病輕可	mau bin chin khou						
莫去睬其	mau chi tshe ji				別去理睬他		
莫去睬渠	mau chi tshe ji				別去理睬他		
莫去煩其	mau chi vae ji				別去煩他		
莫去煩渠	mau chi vae ji				別去煩他		
毛七十歲	mau chiq zyuq syu				大概七十歲		
毛腳女婿	mau ciaq gniu shi	76	21	38	未婚的女婿		55
毛九十歲	mau cieu zyuq syu				大概九十歲		
毛巾	mau cin	76			毛巾		
茅針	mau cin	76	116	198	茅草的孕穗，茅草的長條骨朵兒，可喫		
毛巾絹帕	mau cin ciu phae	76			毛巾布做的手帕		55
毛巾毯	mau cin thae	76			質地和毛巾相同的毯子		55
毛頭奶花	mau dei na huo			38	嬰兒		
毛豆	mau deu	76		37	大豆的嫩莢		
毛頭	mau deu		20	37	嬰兒		
貓頭逐魂	mau deu dzoq wen				貓頭鷹		
貓頭鷹	mau deu in	76			貓頭鷹		
毛豆滾壯	mau deu kuen tsaon						
毛頭奶花	mau deu na hun	76	20		嬰兒		55
毛頭奶花	mau deu na huo		20	38	嬰兒		55
毛豆子	mau deu tsy	76		38	鮮大豆粒		55
毛筒	mau don		117		指特別大的毛竹		55
莫動	mau don				別動		
莫咋喫	mau dza chioq						
毛鱨魚	mau dzaon ng		68		一種石首魚科海魚，形似鯢魚，個頭大，體長可達一米左右		55
帽耳朵	mau gni to	76			帽子兩邊護耳朵的部分		55
毛蟹	mau ha	76	66	38	中華絨螯蟹，因螯上有茸毛而得名		
毛蟹滾壯	mau ha kuen tsaon						
毛蚶	mau he	76	65	37	蚶的一種，比蚶子（泥蚶）大，肉味不及蚶子鮮嫩。殼上有細毛，故名		
毛蚶	mau hei-		65		蚶的一種，比蚶子（泥蚶）大，肉味不及蚶子鮮嫩。殼上有細毛，故名		
毛貨	mau hou	76	60	37	毛料		55
毛貨料作	mau hou liau tsoq						
毛衣勿動	mau i vaq don		265		比喻器物一點沒有變樣或損壞		
毛衣弗動	mau i vaq don				比喻器物一點沒有變樣或損壞		55
毛約約	mau iaq iaq						
毛衣弗動	mau iu vaq don			38	比喻器物一點沒有變樣或損壞		
茅坑	mau khan	76			糞坑；廁所		
毛穀籮頭	mau koq lou deu	76			裝滿稻穀的籮筐		55
毛估估	mau ku ku		174		粗略地估算		55
毛藍布	mau lae pu	76			舊時一種用靛青染成的布，經久耐用，不褪色，深受勞動人民喜愛		55
莫來煩我	mau le vae ngo				別來煩我		
毛栗	mau liq	76	75	37	一種野生小灌木所結的果實，似板栗而小		55
毛六十斤	mau loq zyuq cin				大約六十斤		
毛六十歲	mau loq zyuq syu				大約六十歲		
毛毛蟲	mau mau dzon	76			毛蟲		
毛毛草	mau mau tshau		115	38	一種枝葉上長滿茸毛的野草，可長到一二尺高		55
毛毛雨	mau mau yu	76			很小的雨		
毛黴	mau mei		133	38	黴菌；黴斑		
毛芋艿	mau n na		71		芋艿。因表面有纖毛，故稱		55
莫難熬	mau nae ngau				別傷心		
毛廿斤	mau ne-gnie cin				大約二十斤		
帽耳朵	mau ng to	76			帽子兩邊護耳朵的部分		55
毛五十斤	mau ng zyuq cin				大約五十斤		
毛五十歲	mau ng zyuq syu				大約五十歲		
卯眼	mau ngae	76			榫卯連接時凹進去的部分		
毛八十斤	mau paq zyuq cin				大概八十斤		
毛八十歲	mau paq zyuq syu				大概八十歲		
莫怕	mau pho	75			1. 別怕；2. 恐怕，別是，表示一種不情願的揣測		418
毛衫	mau sae	76			嬰兒穿的和尚領毛邊小襯衣		
毛三十斤	mau sae zyuq cin				大概三十斤		
毛三十歲	mau sae zyuq syu				大概三十歲		
毛毨毨	mau seu seu						
毛線褲	mau shi khu	76			毛褲		418
毛線衫	mau shi sae	76	58		毛衣		418
毛四十斤	mau sy zyuq cin				大概四十斤		
毛四十歲	mau sy zyuq syu				大概四十歲		
毛筍	mau syun	76			毛竹的竹筍		
毛筍時裏	mau syun zy li						
茅刀	mau tau	76	104	198	砍柴刀		55
毛慥	mau tshau			37	性格脾氣急躁		
茅草火星	mau tshau hou shin			38	脾氣暴躁，容易發火	朱版作「毛草火性」。	
毛竹	mau tsoq	76			竹子的一種		
毛竹堰下	mau tsoq i gho						
毛竹腦頭	mau tsoq nau deu						
帽子	mau tsy	76			帽子		
莫煩	mau vae				別煩		
莫煩吶	mau vae naq						
茂嶼	mau yu						
毛羽欠細巧	mau yu chi shi chiau						
毛羽勿動	mau yu vaq don		265		比喻器物一點沒有變樣或損壞		
毛羽弗動	mau yu vaq don				比喻器物一點沒有變樣或損壞		55
買㾹病	mau za bin		55	253	瘧疾		55
毛	mau2	76	290	37	1. 用在整數前，表示接近這個數目；2. 大約，大致		
卯	mau4	76			地支之一		
莫	mau4	75		296	別是；別；不要		
冒	mau6	76	137	253	嘔吐		
黴氣	mei chi			465	發黴的氣味（名詞兼形容詞）		
煤氣竈關熓	mei chi tsau kuae u				關掉煤氣竈		
煤氣竈打着	mei chi tsau tan jiaq				打開煤氣竈		
黴千層	mei chi zen	165	76	465	通過黴菌發酵製成的千張		55
每張	mei cian						
煝焦	mei ciau	165			燒焦		
𤈦焦	mei ciau	165			燒焦		418
煝焦泥	mei ciau gni	165	106	375	用草泥煅燒而成的肥料，可作種蔬菜的基肥		
𤈦焦泥	mei ciau gni	165	106	375	用草泥煅燒而成的肥料，可作種蔬菜的基肥		55
煝焦了	mei ciau lei				燒焦了		
煝焦𡀂	mei ciau lei				燒焦了		
𤈦焦了	mei ciau lei				燒焦了		418
𤈦焦𡀂	mei ciau lei				燒焦了		55
梅豆	mei deu	164	71	344	鮮豇豆，豆莢形如小刀，因在梅雨季節成熟上市，故名		55
梅頭魚	mei deu ng	164			梅童魚		55
霉頭脫腦	mei deu thaq nau	165	265	465	1. 形容水產品不新鮮，掉頭缺尾；2. 形容言行不合時宜		55
煤頭紙	mei deu tsy	165	94	438	紙煤，用紙條搓成的引火用的細卷		55
黴豆腐	mei deu vu	165	76	465	1. 用鹽水醃製而成的小塊豆腐，比豆腐乳硬；2. 也指豆腐乳		55
煝掉	mei diau				燒掉		
𤈦掉	mei diau				燒掉		418
妹在埠頭汏內紗	mei dze bu deu da nei so						
妹夫	mei fu	165			妹夫		
黴麩	mei fu			465	醃製的麩		
妹夫郎舅	mei fu laon jieu						
美孚燈	mei fu ten	165	94	272	煤油燈，因由美國美孚石油公司出品，故名		55
每年	mei gni	33			每一年		
媒人	mei gnin	164			婚姻介紹人		
美人肩	mei gnin ci	165			下垂的肩膀		55
美人蕉	mei gnin ciau	165			美人蕉		
每日	mei gniq	165			每天		25000
煤灰	mei huei	164			煤炭燃燒後剩下的灰		
梅花	mei huo	164			梅花		
每一張	mei iq cian				每一張		
每一張	mei iq jian				每一張		
每一梗	mei iq kan				每一根		
每一梗	mei iq kuan				每一根		
每張	mei jian				每張		
煤球	mei jieu	164			煤球		
煤球風爐	mei jieu fon lou	164	98		用煤球或煤餅作燃料，用來做飯、燒菜、燒水等的爐子		418
煤球爐子	mei jieu lu tsy	164	98		用煤球或煤餅作燃料，用來做飯、燒菜、燒水等的爐子		55
煤球店	mei jieu ti	164			加工、出售蜂窩煤、煤球的商店		55
每梗	mei kan				每根		
黴乾菜	mei ki-ke tshe	165	76	465	一種經特殊加工製成的鹹菜乾		
黴乾菜㸆肉	mei ki-ke tshe khau gnioq						
黴乾菜烤肉	mei ki-ke tshe khau gnioq						
每梗	mei kuan				每根		
玫瑰	mei kuei	164			玫瑰		
玫瑰紅	mei kuei ghon	164			像玫瑰花的紅色		
梅蘭芳	mei lae faon						
梅林雞	mei lin ci	164	110	344	一種蛋雞，個小，產蛋率高		55
煤爐	mei lu	164			用煤球或煤餅作燃料，用來做飯、燒菜、燒水等的爐子		
枚枚碎碎	mei mei sei sei		219		1. 形容隱約細微的痠痛感覺；2. 細小零碎		55
梅魚	mei ng	164	68	344	梅童魚		55
煤餅	mei pin	165	98	438	蜂窩煤		55
煤餅店	mei pin ti	164			加工、出售蜂窩煤、煤球的商店		55
眉筆	mei piq	164			用來畫眉毛的特製的筆		
煝煞	mei saq				燒死		
𤈦煞	mei saq				燒死		418
煝香菸	mei shian i				吸菸		
𤈦香菸	mei shian i				吸菸		418
眉心	mei shin	164			兩眉之間正中的部分		
梅汛裏	mei shin li	164	17		梅雨季節		55
痗心勿過	mei shin vaq kou	165	177	407	很過意不去（比「交代勿過」程度更深）		
痗心弗過	mei shin vaq kou	165	177	407	很過意不去（比「交代勿過」程度更深）		55
每遭	mei tsau	165	288	161	經常		55
梅子	mei tsy	164			一種水果		
謎子	mei tsy	165	124	379	謎語		55
梅子薧	mei tsy khau		69	344	小梅童魚的乾製品		
梅子鮳	mei tsy khau		69	344	小梅童魚的乾製品		55
𤈦腐	mei vu				燒壞		55
𤈦糊	mei wu	165			燒壞		418
梅時	mei zy	164	17	344	梅雨季節		55
梅時裏	mei zy li	164	17		梅雨季節		55
梅時天家	mei zy thi ko				梅雨季節		
美人肩	mei zyun ci	165			下垂的肩膀		55
美人蕉	mei zyun ciau	165			美人蕉		
枚	mei2	164	120		量詞。根（用於手指、腳趾等）		
梅	mei2	164			黃梅季節的俗稱		
煤	mei2	164			古代植物埋沒地下，分解而成的碳質物。主要成分是碳、氫、氧和氮。色黑、質堅		
黴	mei2	164			黃梅季節的俗稱		
煝	mei6	165	213	375	1. 燒； 2. 抽（菸）	湯版作「𤈦」，《阿拉宁波话》作「煝」。 煝，《廣韻》明祕切，𤈄熱。音合，義不合。𤈦，《廣韻》許偉切，《說文》火也。義合，聲母不合。查上古音得知，白-沙 2015 將「𤈦」擬爲 *m̥əjʔ。寧波話今讀 mei 可能是上古清鼻音隨機分化的緣故。又，原始臺語「燃燒」爲 *hmajC（張高峯 2009），故此詞或爲上古漢語中的原始臺語藉詞。推薦「𤈦」爲正。又「𤈦」位於 Unicode 擴展 B 區，「煝」位於基本區，在設備無法支持顯示時，也可用「煝」代替。	
𤈦	mei6	165	213	375	1. 燒； 2. 抽（菸）	湯版作「𤈦」，《阿拉宁波话》作「煝」。 煝，《廣韻》明祕切，𤈄熱。音合，義不合。𤈦，《廣韻》許偉切，《說文》火也。義合，聲母不合。查上古音得知，白-沙 2015 將「𤈦」擬爲 *m̥əjʔ。寧波話今讀 mei 可能是上古清鼻音隨機分化的緣故。又，原始臺語「燃燒」爲 *hmajC（張高峯 2009），故此詞或爲上古漢語中的原始臺語藉詞。推薦「𤈦」爲正。又「𤈦」位於 Unicode 擴展 B 區，「煝」位於基本區，在設備無法支持顯示時，也可用「煝」代替。	
